match_id,end_number,shot_number,team_code,player_id,player_name,shot_type,turn,accuracy,team1_stones_in_play,team2_stones_in_play,team1_stone1_x,team1_stone1_y,team1_stone1_dist,team1_stone1_angle,team1_stone2_x,team1_stone2_y,team1_stone2_dist,team1_stone2_angle,team1_stone3_x,team1_stone3_y,team1_stone3_dist,team1_stone3_angle,team1_stone4_x,team1_stone4_y,team1_stone4_dist,team1_stone4_angle,team1_stone5_x,team1_stone5_y,team1_stone5_dist,team1_stone5_angle,team1_stone6_x,team1_stone6_y,team1_stone6_dist,team1_stone6_angle,team1_stone7_x,team1_stone7_y,team1_stone7_dist,team1_stone7_angle,team1_stone8_x,team1_stone8_y,team1_stone8_dist,team1_stone8_angle,team2_stone1_x,team2_stone1_y,team2_stone1_dist,team2_stone1_angle,team2_stone2_x,team2_stone2_y,team2_stone2_dist,team2_stone2_angle,team2_stone3_x,team2_stone3_y,team2_stone3_dist,team2_stone3_angle,team2_stone4_x,team2_stone4_y,team2_stone4_dist,team2_stone4_angle,team2_stone5_x,team2_stone5_y,team2_stone5_dist,team2_stone5_angle,team2_stone6_x,team2_stone6_y,team2_stone6_dist,team2_stone6_angle,team2_stone7_x,team2_stone7_y,team2_stone7_dist,team2_stone7_angle,team2_stone8_x,team2_stone8_y,team2_stone8_dist,team2_stone8_angle
1,4,12,SUI,6,SCHWALLER Y,Double Take-out,Counter-clockwise,50,1,3,-1.596,3.292,3.658,115.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.567,0.753,0.943,127.0,-0.225,2.944,2.952,94.4,0.798,2.854,2.964,74.4,,,,,,,,,,,,,,,,,,,,
1,4,13,SWE,7,EDIN N,Guard,Clockwise,75,1,4,-1.607,3.292,3.663,116.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.578,0.753,0.949,127.5,-0.101,1.708,1.711,93.4,-0.23,2.944,2.953,94.5,0.798,2.854,2.964,74.4,,,,,,,,,,,,,,,,
1,4,14,SUI,8,SCHWARZ-VAN BERKEL,Hit and Roll,Counter-clockwise,100,2,3,-0.404,2.82,2.849,98.2,-1.607,3.292,3.663,116.0,,,,,,,,,,,,,,,,,,,,,,,,,-0.579,0.753,0.95,127.5,-0.101,1.708,1.711,93.4,0.787,2.854,2.961,74.6,,,,,,,,,,,,,,,,,,,,
1,4,15,SWE,7,EDIN N,Take-out,Clockwise,50,2,3,-0.408,2.815,2.844,98.3,-1.613,3.286,3.661,116.1,,,,,,,,,,,,,,,,,,,,,,,,,-0.578,0.753,0.949,127.5,0.011,1.719,1.719,89.6,0.798,2.854,2.964,74.4,,,,,,,,,,,,,,,,,,,,
1,4,16,SUI,8,SCHWARZ-VAN BERKEL,Clearing,Clockwise,100,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.579,0.753,0.95,127.5,0.008,1.719,1.719,89.7,,,,,,,,,,,,,,,,,,,,,,,,
1,5,1,SWE,1,SUNDGREN C,Front,Counter-clockwise,100,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.011,1.663,1.663,89.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,5,2,SUI,2,LACHAT-COUCHEPIN P,Front,Counter-clockwise,100,1,1,-0.696,2.382,2.482,106.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.008,1.663,1.663,89.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,5,3,SWE,1,SUNDGREN C,Draw,Counter-clockwise,100,1,2,-0.688,2.382,2.48,106.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.034,0.562,0.563,86.5,0.011,1.663,1.663,89.6,,,,,,,,,,,,,,,,,,,,,,,,
1,5,4,SUI,2,LACHAT-COUCHEPIN P,Draw,Counter-clockwise,0,2,2,-0.509,1.781,1.852,106.0,-0.696,2.382,2.482,106.3,,,,,,,,,,,,,,,,,,,,,,,,,0.033,0.562,0.563,86.6,0.008,1.663,1.663,89.7,,,,,,,,,,,,,,,,,,,,,,,,
1,5,5,SWE,3,WRANAA R,Guard,Counter-clockwise,100,2,2,-0.5,1.781,1.85,105.7,-0.688,2.382,2.48,106.1,,,,,,,,,,,,,,,,,,,,,,,,,0.034,0.562,0.563,86.5,0.011,1.663,1.663,89.6,,,,,,,,,,,,,,,,,,,,,,,,
1,5,6,SUI,4,MICHEL S,Double Take-out,Counter-clockwise,100,2,1,-0.498,1.781,1.849,105.6,-0.685,2.382,2.479,106.0,,,,,,,,,,,,,,,,,,,,,,,,,0.978,1.539,1.824,57.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,5,7,SWE,3,WRANAA R,Draw,Counter-clockwise,75,2,2,-0.5,1.781,1.85,105.7,-0.688,2.382,2.48,106.1,,,,,,,,,,,,,,,,,,,,,,,,,-0.349,-0.517,0.623,-124.0,0.978,1.539,1.823,57.6,,,,,,,,,,,,,,,,,,,,,,,,
1,5,8,SUI,4,MICHEL S,Draw,Counter-clockwise,75,3,2,-0.202,-0.247,0.319,-129.3,-0.509,1.781,1.852,106.0,-0.696,2.382,2.482,106.3,,,,,,,,,,,,,,,,,,,,,-0.359,-0.517,0.629,-124.8,0.967,1.539,1.818,57.9,,,,,,,,,,,,,,,,,,,,,,,,
1,5,9,SWE,5,ERIKSSON O,Draw,Counter-clockwise,100,3,3,-0.191,-0.247,0.313,-127.7,-0.5,1.781,1.85,105.7,-0.688,2.382,2.48,106.1,,,,,,,,,,,,,,,,,,,,,-0.129,0.176,0.218,126.3,-0.349,-0.517,0.623,-124.0,0.978,1.539,1.823,57.6,,,,,,,,,,,,,,,,,,,,
