event_id,match_id,end_number,shot_number,team_code,player_id,player_name,shot_type,turn,accuracy,house_orientation,team1_stones_in_play,team2_stones_in_play,team1_stone1_x,team1_stone1_y,team1_stone1_dist,team1_stone1_angle,team1_stone1_id,team1_stone1_prev_x,team1_stone1_prev_y,team1_stone2_x,team1_stone2_y,team1_stone2_dist,team1_stone2_angle,team1_stone2_id,team1_stone2_prev_x,team1_stone2_prev_y,team1_stone3_x,team1_stone3_y,team1_stone3_dist,team1_stone3_angle,team1_stone3_id,team1_stone3_prev_x,team1_stone3_prev_y,team1_stone4_x,team1_stone4_y,team1_stone4_dist,team1_stone4_angle,team1_stone4_id,team1_stone4_prev_x,team1_stone4_prev_y,team1_stone5_x,team1_stone5_y,team1_stone5_dist,team1_stone5_angle,team1_stone5_id,team1_stone5_prev_x,team1_stone5_prev_y,team1_stone6_x,team1_stone6_y,team1_stone6_dist,team1_stone6_angle,team1_stone6_id,team1_stone6_prev_x,team1_stone6_prev_y,team1_stone7_x,team1_stone7_y,team1_stone7_dist,team1_stone7_angle,team1_stone7_id,team1_stone7_prev_x,team1_stone7_prev_y,team1_stone8_x,team1_stone8_y,team1_stone8_dist,team1_stone8_angle,team1_stone8_id,team1_stone8_prev_x,team1_stone8_prev_y,team2_stone1_x,team2_stone1_y,team2_stone1_dist,team2_stone1_angle,team2_stone1_id,team2_stone1_prev_x,team2_stone1_prev_y,team2_stone2_x,team2_stone2_y,team2_stone2_dist,team2_stone2_angle,team2_stone2_id,team2_stone2_prev_x,team2_stone2_prev_y,team2_stone3_x,team2_stone3_y,team2_stone3_dist,team2_stone3_angle,team2_stone3_id,team2_stone3_prev_x,team2_stone3_prev_y,team2_stone4_x,team2_stone4_y,team2_stone4_dist,team2_stone4_angle,team2_stone4_id,team2_stone4_prev_x,team2_stone4_prev_y,team2_stone5_x,team2_stone5_y,team2_stone5_dist,team2_stone5_angle,team2_stone5_id,team2_stone5_prev_x,team2_stone5_prev_y,team2_stone6_x,team2_stone6_y,team2_stone6_dist,team2_stone6_angle,team2_stone6_id,team2_stone6_prev_x,team2_stone6_prev_y,team2_stone7_x,team2_stone7_y,team2_stone7_dist,team2_stone7_angle,team2_stone7_id,team2_stone7_prev_x,team2_stone7_prev_y,team2_stone8_x,team2_stone8_y,team2_stone8_dist,team2_stone8_angle,team2_stone8_id,team2_stone8_prev_x,team2_stone8_prev_y
1,32,4,8,JPN,23,KOTANI Y,Take-out,Counter-clockwise,100,top,3,2,0.625,1.08,1.248,59.9,8,0.625,1.08,-0.031,0.366,0.368,94.9,10,,,-0.531,0.719,0.894,126.5,4,-0.54,0.719,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.415,1.69,1.74,76.2,3,0.415,1.69,-0.08,1.732,1.734,92.6,9,-0.08,1.732,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,32,4,9,USA,14,THIESSE C,Double Take-out,Clockwise,50,top,2,3,0.634,1.071,1.245,59.4,8,0.625,1.08,-0.018,0.275,0.275,93.7,10,-0.031,0.366,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.623,0.326,0.703,27.6,11,,,0.424,1.681,1.733,75.8,3,0.415,1.69,-0.071,1.723,1.725,92.4,9,-0.08,1.732,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,32,4,10,JPN,25,ONODERA K,Promotion Take-out,Counter-clockwise,50,top,3,2,1.326,0.044,1.327,1.9,13,,,0.223,1.08,1.103,78.3,12,,,-0.009,0.284,0.284,91.8,10,-0.018,0.275,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.424,1.69,1.742,75.9,3,0.424,1.681,-0.071,1.732,1.734,92.3,9,-0.071,1.723,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,32,4,11,USA,14,THIESSE C,Promotion Take-out,Clockwise,100,top,2,3,1.325,0.044,1.326,1.9,13,1.326,0.044,0.214,1.08,1.101,78.8,12,0.223,1.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.424,1.69,1.742,75.9,3,0.424,1.69,-0.1,1.898,1.9,93.0,15,,,-0.076,0.437,0.444,99.8,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,32,4,12,JPN,25,ONODERA K,Double Take-out,Clockwise,100,top,3,1,1.326,0.044,1.327,1.9,13,1.325,0.044,0.223,1.08,1.103,78.3,12,0.214,1.08,-0.246,1.987,2.002,97.0,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.424,1.69,1.742,75.9,3,0.424,1.69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,32,4,13,USA,16,PETERSON T,Hit and Roll,Clockwise,100,top,2,2,1.325,0.045,1.326,1.9,13,1.326,0.044,-0.252,1.992,2.008,97.2,16,-0.246,1.987,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.424,1.692,1.744,75.9,3,0.424,1.69,-0.281,0.992,1.031,105.8,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,32,4,14,JPN,27,YOSHIMURA S,Draw,Clockwise,75,top,3,2,-0.232,-0.174,0.29,-143.1,18,,,1.317,0.045,1.318,1.9,13,1.325,0.045,-0.254,1.992,2.008,97.3,16,-0.252,1.992,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.415,1.692,1.742,76.2,3,0.424,1.692,-0.281,0.992,1.031,105.8,17,-0.281,0.992,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,32,4,15,USA,16,PETERSON T,Draw,Counter-clockwise,50,top,3,3,-0.373,-0.288,0.472,-142.3,19,,,1.325,0.045,1.326,1.9,13,1.317,0.045,-0.252,1.992,2.008,97.2,16,-0.254,1.992,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.089,-0.321,0.334,-74.4,20,,,0.424,1.692,1.744,75.9,3,0.415,1.692,-0.281,0.992,1.031,105.8,17,-0.281,0.992,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,32,4,16,JPN,27,YOSHIMURA S,Take-out,Clockwise,100,top,4,2,-0.375,-0.288,0.473,-142.5,19,-0.373,-0.288,0.022,-0.178,0.18,-82.9,21,,,1.317,0.045,1.318,1.9,13,1.325,0.045,-0.254,1.992,2.008,97.3,16,-0.252,1.992,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.415,1.692,1.742,76.2,3,0.424,1.692,-0.281,0.992,1.031,105.8,17,-0.281,0.992,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,32,5,1,JPN,21,OHMIYA A,Front,Clockwise,75,bottom,1,0,-0.196,2.772,2.779,94.1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,32,5,2,USA,10,ANDERSON-HEIDE T,Draw,Counter-clockwise,100,bottom,1,1,-0.192,2.772,2.779,94.0,1,-0.196,2.772,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.203,0.594,0.628,108.9,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,32,5,3,JPN,21,OHMIYA A,Take-out,Counter-clockwise,100,bottom,2,0,0.388,0.349,0.522,42.0,3,,,-0.22,2.772,2.781,94.5,1,-0.192,2.772,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,32,5,4,USA,10,ANDERSON-HEIDE T,Take-out,Counter-clockwise,100,bottom,1,1,-0.223,2.772,2.781,94.6,1,-0.22,2.772,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.098,0.433,0.444,77.2,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,32,5,5,JPN,23,KOTANI Y,Hit and Roll,Counter-clockwise,100,bottom,2,0,-0.224,2.772,2.781,94.6,1,-0.223,2.772,-0.196,0.442,0.484,114.0,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,32,5,6,USA,12,PETERSON TS,Raise,Counter-clockwise,50,bottom,2,1,-0.679,-0.154,0.696,-167.3,6,,,-0.232,2.772,2.782,94.8,1,-0.224,2.772,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.375,0.022,0.376,3.4,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,32,5,7,JPN,23,KOTANI Y,Take-out,Counter-clockwise,100,bottom,3,0,-0.679,-0.161,0.697,-166.7,6,-0.679,-0.154,0.674,0.04,0.675,3.4,8,,,-0.224,2.763,2.772,94.6,1,-0.232,2.772,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,32,5,8,USA,12,PETERSON TS,Take-out,Counter-clockwise,100,bottom,2,1,-0.679,-0.161,0.697,-166.7,6,-0.679,-0.161,-0.232,2.763,2.773,94.8,1,-0.224,2.763,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.58,0.174,0.605,16.7,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,32,5,9,JPN,25,ONODERA K,Take-out,Counter-clockwise,100,bottom,3,0,-0.679,-0.161,0.697,-166.7,6,-0.679,-0.161,0.384,0.214,0.44,29.2,10,,,-0.224,2.763,2.772,94.6,1,-0.232,2.763,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,32,5,10,USA,14,THIESSE C,Double Take-out,Clockwise,50,bottom,2,1,-0.679,-0.161,0.697,-166.7,6,-0.679,-0.161,-0.232,2.763,2.773,94.8,1,-0.224,2.763,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.362,0.391,0.532,47.2,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,32,5,11,JPN,25,ONODERA K,Take-out,Counter-clockwise,100,bottom,3,0,-0.67,-0.161,0.689,-166.5,6,-0.679,-0.161,0.728,0.374,0.818,27.2,12,,,-0.215,2.763,2.772,94.4,1,-0.232,2.763,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,32,5,12,USA,14,THIESSE C,Hit and Roll,Clockwise,50,bottom,2,0,-0.67,-0.161,0.689,-166.5,6,-0.67,-0.161,-0.223,2.763,2.772,94.6,1,-0.215,2.763,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,32,5,13,JPN,27,YOSHIMURA S,Draw,Counter-clockwise,75,bottom,3,0,-0.679,-0.163,0.698,-166.5,6,-0.67,-0.161,-0.142,-0.936,0.946,-98.6,13,,,-0.224,2.763,2.772,94.6,1,-0.223,2.763,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,32,5,14,USA,16,PETERSON T,Draw,Counter-clockwise,75,bottom,3,1,-0.679,-0.162,0.698,-166.5,6,-0.679,-0.163,-0.143,-0.935,0.946,-98.7,13,-0.142,-0.936,-0.232,2.763,2.773,94.8,1,-0.224,2.763,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.125,0.674,0.686,100.5,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,32,5,15,JPN,27,YOSHIMURA S,Draw,Counter-clockwise,75,bottom,4,1,-0.679,-0.163,0.698,-166.5,6,-0.679,-0.162,-0.142,-0.936,0.946,-98.6,13,-0.143,-0.935,0.054,-0.08,0.096,-56.3,15,,,-0.224,2.763,2.772,94.6,1,-0.232,2.763,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.12,0.674,0.685,100.1,14,-0.125,0.674,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,32,5,16,USA,16,PETERSON T,Raise,Counter-clockwise,100,bottom,4,2,-0.679,-0.162,0.698,-166.5,6,-0.679,-0.163,-0.082,-0.288,0.299,-105.9,16,,,-0.143,-0.935,0.946,-98.7,13,-0.142,-0.936,-0.232,2.763,2.773,94.8,1,-0.224,2.763,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.195,0.073,0.208,20.6,17,,,-0.125,0.674,0.686,100.5,14,-0.12,0.674,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,32,6,1,USA,10,ANDERSON-HEIDE T,Front,Counter-clockwise,100,top,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.04,1.999,2.0,91.2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,32,6,2,JPN,21,OHMIYA A,Front,Clockwise,100,top,1,1,0.759,1.504,1.685,63.2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.041,1.999,2.0,91.2,1,-0.04,1.999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,32,6,3,USA,10,ANDERSON-HEIDE T,Draw,Counter-clockwise,100,top,1,2,0.716,1.504,1.666,64.6,2,0.759,1.504,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.04,1.999,2.0,91.2,1,-0.041,1.999,-0.071,0.125,0.144,119.8,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,32,6,4,JPN,21,OHMIYA A,Draw,Counter-clockwise,100,top,2,2,0.714,1.504,1.665,64.6,2,0.716,1.504,0.036,0.268,0.27,82.4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.041,1.999,2.0,91.2,1,-0.04,1.999,-0.093,0.087,0.128,137.1,3,-0.071,0.125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,32,6,5,USA,12,PETERSON TS,Draw,Counter-clockwise,75,top,2,3,0.716,1.504,1.666,64.5,2,0.714,1.504,0.031,0.216,0.218,81.9,4,0.036,0.268,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.125,0.415,0.434,73.2,5,,,-0.04,1.999,2.0,91.2,1,-0.041,1.999,-0.106,0.045,0.115,157.2,3,-0.093,0.087,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,32,6,6,JPN,23,KOTANI Y,Raise,Counter-clockwise,100,top,3,3,0.714,1.504,1.665,64.6,2,0.716,1.504,0.062,0.163,0.175,69.2,4,0.031,0.216,0.112,0.614,0.624,79.7,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.328,-0.152,0.362,-155.2,7,,,0.186,0.358,0.404,62.5,5,0.125,0.415,-0.041,1.999,2.0,91.2,1,-0.04,1.999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,32,6,7,USA,12,PETERSON TS,Draw,Counter-clockwise,100,top,3,4,0.115,0.107,0.157,43.0,4,0.062,0.163,0.717,1.504,1.666,64.5,2,0.714,1.504,0.115,0.616,0.627,79.4,6,0.112,0.614,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.322,-0.147,0.354,-155.4,7,-0.328,-0.152,0.192,0.362,0.41,62.1,5,0.186,0.358,0.085,0.808,0.812,84.0,8,,,-0.04,2.0,2.0,91.2,1,-0.041,1.999,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,32,6,8,JPN,23,KOTANI Y,Clearing Time-out,Counter-clockwise,100,top,2,3,0.081,0.002,0.081,1.3,4,0.115,0.107,0.121,0.616,0.628,78.9,6,0.115,0.616,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.32,-0.147,0.352,-155.3,7,-0.322,-0.147,0.092,0.808,0.813,83.5,8,0.085,0.808,-0.129,0.205,0.243,122.2,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,32,6,9,USA,14,THIESSE C,Promotion Take-out,Clockwise,100,top,1,4,0.462,0.013,0.462,1.7,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.331,-0.147,0.362,-156.0,7,-0.32,-0.147,0.183,0.77,0.792,76.6,8,0.092,0.808,-0.146,0.205,0.252,125.3,9,-0.129,0.205,-1.079,0.357,1.137,161.7,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,32,6,10,JPN,25,ONODERA K,Double Take-out,Clockwise,50,top,2,3,0.46,0.013,0.46,1.7,10,0.462,0.013,0.125,0.267,0.295,64.9,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.634,-0.424,0.763,-146.2,13,,,0.177,0.77,0.79,77.0,8,0.183,0.77,-1.081,0.357,1.139,161.7,11,-1.079,0.357,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,32,6,11,USA,14,THIESSE C,Promotion Take-out,Counter-clockwise,75,top,1,4,0.462,0.013,0.462,1.7,10,0.46,0.013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.634,-0.424,0.763,-146.2,13,-0.634,-0.424,0.42,0.284,0.507,34.1,14,,,0.21,0.955,0.978,77.6,15,,,-1.079,0.357,1.137,161.7,11,-1.081,0.357,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,32,6,12,JPN,25,ONODERA K,Draw,Counter-clockwise,100,top,2,4,-0.616,-0.138,0.631,-167.4,16,,,0.469,0.013,0.469,1.6,10,0.462,0.013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.625,-0.424,0.755,-145.8,13,-0.634,-0.424,0.42,0.284,0.507,34.1,14,0.42,0.284,0.219,0.955,0.98,77.1,15,0.21,0.955,-1.073,0.357,1.13,161.6,11,-1.079,0.357,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,32,6,13,USA,16,PETERSON T,Hit and Roll,Counter-clockwise,100,top,1,5,-0.623,-0.131,0.637,-168.1,16,-0.616,-0.138,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.267,-0.094,0.283,-160.7,17,,,-0.634,-0.424,0.762,-146.2,13,-0.625,-0.424,0.442,0.197,0.484,24.0,14,0.42,0.284,0.21,0.956,0.978,77.6,15,0.219,0.955,-1.079,0.362,1.138,161.5,11,-1.073,0.357,,,,,,,,,,,,,,,,,,,,,
1,32,6,14,JPN,27,YOSHIMURA S,Hit and Roll,Clockwise,50,top,2,4,-0.616,-0.14,0.632,-167.2,16,-0.623,-0.131,0.723,-0.875,1.135,-50.4,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.625,-0.433,0.76,-145.3,13,-0.634,-0.424,0.448,0.188,0.485,22.7,14,0.442,0.197,0.219,0.947,0.971,77.0,15,0.21,0.956,-1.073,0.353,1.129,161.8,11,-1.079,0.362,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,32,6,15,USA,16,PETERSON T,Draw,Counter-clockwise,100,top,2,5,-0.643,-0.14,0.659,-167.7,16,-0.616,-0.14,0.719,-0.875,1.132,-50.6,18,0.723,-0.875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.46,-0.112,0.473,-166.3,19,,,-0.634,-0.433,0.767,-145.7,13,-0.625,-0.433,0.442,0.188,0.48,23.0,14,0.448,0.188,0.21,0.947,0.97,77.5,15,0.219,0.947,-1.079,0.353,1.135,161.9,11,-1.073,0.353,,,,,,,,,,,,,,,,,,,,,
1,32,6,16,JPN,27,YOSHIMURA S,Hit and Roll,Counter-clockwise,25,top,3,4,-0.638,-0.141,0.654,-167.6,16,-0.643,-0.14,0.723,-0.875,1.135,-50.4,18,0.719,-0.875,0.402,0.375,0.55,43.0,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.458,-0.112,0.471,-166.3,19,-0.46,-0.112,-0.625,-0.433,0.76,-145.3,13,-0.634,-0.433,0.219,0.947,0.971,77.0,15,0.21,0.947,-1.073,0.353,1.129,161.8,11,-1.079,0.353,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,32,7,1,USA,10,ANDERSON-HEIDE T,Front,Clockwise,100,bottom,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.011,1.558,1.558,89.6,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,32,7,2,JPN,21,OHMIYA A,Draw,Clockwise,100,bottom,1,1,-0.143,0.156,0.212,132.4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.013,1.558,1.558,89.5,1,0.011,1.558,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,32,7,3,USA,10,ANDERSON-HEIDE T,Hit and Roll,Clockwise,100,bottom,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.011,1.558,1.558,89.6,1,0.013,1.558,-0.076,0.333,0.341,102.9,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,32,7,4,JPN,21,OHMIYA A,Draw,Clockwise,100,bottom,1,2,-0.147,0.527,0.547,105.6,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.013,1.558,1.558,89.5,1,0.011,1.558,-0.073,0.332,0.34,102.4,3,-0.076,0.333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,32,7,5,USA,12,PETERSON TS,Guard,Clockwise,75,bottom,1,3,-0.156,0.527,0.549,106.5,4,-0.147,0.527,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.011,1.558,1.558,89.6,1,0.013,1.558,-0.174,2.911,2.916,93.4,5,,,-0.076,0.333,0.341,102.9,3,-0.073,0.332,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,32,7,6,JPN,23,KOTANI Y,Clearing,Clockwise,100,bottom,1,1,-0.611,0.268,0.667,156.3,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.189,0.697,0.722,105.2,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,32,7,7,USA,12,PETERSON TS,Take-out,Clockwise,100,bottom,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.197,-0.188,0.272,-43.6,8,,,-0.188,0.696,0.721,105.1,7,-0.189,0.697,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,32,7,8,JPN,23,KOTANI Y,Double Take-out,Clockwise,100,bottom,1,0,-0.96,0.415,1.046,156.6,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,32,7,9,USA,14,THIESSE C,Take-out,Clockwise,50,bottom,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,32,7,10,JPN,25,ONODERA K,Draw,Clockwise,100,bottom,1,0,0.578,0.612,0.842,46.6,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,32,7,11,USA,14,THIESSE C,Take-out,Counter-clockwise,100,bottom,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.393,0.429,0.581,47.5,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,32,7,12,JPN,25,ONODERA K,Take-out,Counter-clockwise,100,bottom,1,0,0.402,0.607,0.728,56.5,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,32,7,13,USA,16,PETERSON T,Take-out,Counter-clockwise,100,bottom,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.429,0.804,0.911,61.9,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,32,7,14,JPN,27,YOSHIMURA S,Take-out,Counter-clockwise,50,bottom,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,32,7,15,USA,16,PETERSON T,Draw,Clockwise,100,bottom,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.094,-0.815,0.82,-96.6,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,32,7,16,JPN,27,YOSHIMURA S,Clearing,Clockwise,100,bottom,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,32,8,1,USA,10,ANDERSON-HEIDE T,Front,Counter-clockwise,75,top,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.115,1.739,1.743,86.2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
