tournament_name,year,location,gender,result_book_url,result_summary_url
European Curling Championships 2019 B-Division,2019,"Helsingborg, Sweden",m,https://curlit.com/PDF/ECC2019_ResultsBook_Men_B-Division.pdf,https://curlit.com/PDF/ECC2019_ResultsSummary_Men_B-Division.pdf
European Curling Championships 2019 B-Division,2019,"Helsingborg, Sweden",w,https://curlit.com/PDF/ECC2019_ResultsBook_Women_B-Division.pdf,https://curlit.com/PDF/ECC2019_ResultsSummary_Women_B-Division.pdf
Pacific-Asia Curling Championships 2019,2019,"Shenzhen, China",m,https://curlit.com/PDF/PACC2019_ResultsBook_Men.pdf,https://curlit.com/PDF/PACC2019_ResultsSummary_Men.pdf
Pacific-Asia Curling Championships 2019,2019,"Shenzhen, China",w,https://curlit.com/PDF/PACC2019_ResultsBook_Women.pdf,https://curlit.com/PDF/PACC2019_ResultsSummary_Women.pdf
World Mixed Curling Championship 2019,2019,"Aberdeen, Scotland",mx,https://curlit.com/PDF/WMxCC2019_ResultsBook.pdf,https://curlit.com/PDF/WMxCC2019_ResultsSummary.pdf
Curling World Cup 2018/19 Grand Final,2018,"Beijing, China",,https://curlit.com/PDF/CWC2018-19_Final_ResultsBook.pdf,https://curlit.com/PDF/CWC2018-19_Final_ResultsSummary.pdf
World Mixed Doubles Curling Championship 2019,2019,"Stavanger, Norway",mxd,https://curlit.com/PDF/WMDCC2019_ResultsBook.pdf,
World Senior Curling Championships 2019,2019,"Stavanger, Norway",m,https://curlit.com/PDF/WSCC2019_ResultsBook_Men.pdf,
World Senior Curling Championships 2019,2019,"Stavanger, Norway",w,https://curlit.com/PDF/WSCC2019_ResultsBook_Women.pdf,
European Curling Championships 2019 C-Division,2019,"Brasov, Romania",m,https://curlit.com/PDF/ECCC2019_ResultsBook_Men.pdf,
European Curling Championships 2019 C-Division,2019,"Brasov, Romania",w,https://curlit.com/PDF/ECCC2019_ResultsBook_Women.pdf,
World Men's Curling Championship 2019,2019,"Lethbridge, AB, Canada",m,https://curlit.com/PDF/WMCC2019_ResultsBook.pdf,
World Women's Curling Championship 2019,2019,"Silkeborg, Denmark",w,https://curlit.com/PDF/WWCC2019_ResultsBook.pdf,
World Wheelchair Curling Championship 2019,2019,"Stirling, Scotland",,https://curlit.com/PDF/WWhCC2019_ResultsBook.pdf,
Winter Universiade 2019,2019,"Krasnoyarsk, Russia",,https://curlit.com/PDF/WUNI2019_ResultsBook.pdf,
World Junior Curling Championships 2019,2019,"Liverpool, NS, Canada",m,https://curlit.com/PDF/WJCC2019_ResultsBook_Men.pdf,
World Junior Curling Championships 2019,2019,"Liverpool, NS, Canada",w,https://curlit.com/PDF/WJCC2019_ResultsBook_Women.pdf,
European Youth Olympic Festival 2019,2019,"Sarajevo and East Sarajevo, BIH",,https://curlit.com/PDF/EYOF2019_ResultsBook.pdf,
Curling World Cup 2018/19 Leg 3,2018,"Jonkoping, Sweden",,https://curlit.com/PDF/CWC2018-19_Leg3_ResultsBook.pdf,https://curlit.com/PDF/CWC2018-19_Leg3_ResultsSummary.pdf
World Qualification Event 2019,2019,"Naseby, New Zealand",m,https://curlit.com/PDF/WQE2019_ResultsBook_Men.pdf,
World Qualification Event 2019,2019,"Naseby, New Zealand",w,https://curlit.com/PDF/WQE2019_ResultsBook_Women.pdf,
World Junior-B Curling Championships 2019,2019,"Lohja, Finland",m,https://curlit.com/PDF/WJBCC2019_ResultsBook_Men.pdf,
World Junior-B Curling Championships 2019,2019,"Lohja, Finland",w,https://curlit.com/PDF/WJBCC2019_ResultsBook_Women.pdf,
Curling World Cup 2018/19 Leg 2,2018,"Omaha, NE, United States",,https://curlit.com/PDF/CWC2018-19_Leg2_ResultsBook.pdf,https://curlit.com/PDF/CWC2018-19_Leg2_ResultsSummary.pdf
European Curling Championships 2018 A-Division,2018,"Tallinn, Estonia",m,https://curlit.com/PDF/ECC2018_ResultsBook_Men_A-Division.pdf,
European Curling Championships 2018 A-Division,2018,"Tallinn, Estonia",w,https://curlit.com/PDF/ECC2018_ResultsBook_Women_A-Division.pdf,
European Curling Championships 2018 B-Division,2018,"Tallinn, Estonia",m,https://curlit.com/PDF/ECC2018_ResultsBook_Men_B-Division.pdf,
European Curling Championships 2018 B-Division,2018,"Tallinn, Estonia",w,https://curlit.com/PDF/ECC2018_ResultsBook_Women_B-Division.pdf,
World Wheelchair-B Curling Championship 2018,2018,"Lohja, Finland",,https://curlit.com/PDF/WWhBCC2018_ResultsBook.pdf,
Pacific-Asia Curling Championships 2018,2018,"Gangneung, Republic of Korea",m,https://curlit.com/PDF/PACC2018_ResultsBook_Men.pdf,
Pacific-Asia Curling Championships 2018,2018,"Gangneung, Republic of Korea",w,https://curlit.com/PDF/PACC2018_ResultsBook_Women.pdf,
World Mixed Curling Championship 2018,2018,"Kelowna, BC, Canada",mx,https://curlit.com/PDF/WMxCC2018_ResultsBook.pdf,
Curling World Cup 2018/19 Leg 1,2018,"Suzhou, China",,https://curlit.com/PDF/CWC2018-19_Leg1_ResultsBook.pdf,https://curlit.com/PDF/CWC2018-19_Leg1_ResultsSummary.pdf
World Mixed Doubles Curling Championship 2018,2018,"Östersund, Sweden",mxd,https://curlit.com/PDF/WMDCC2018_ResultsBook.pdf,
World Senior Curling Championships 2018,2018,"Östersund, Sweden",m,https://curlit.com/PDF/WSCC2018_ResultsBook_Men.pdf,
World Senior Curling Championships 2018,2018,"Östersund, Sweden",w,https://curlit.com/PDF/WSCC2018_ResultsBook_Women.pdf,
European Curling Championships 2018 C-Division,2018,"Taarnby (Copenhagen), Denmark",m,https://curlit.com/PDF/ECCC2018_ResultsBook_Men.pdf,
European Curling Championships 2018 C-Division,2018,"Taarnby (Copenhagen), Denmark",w,https://curlit.com/PDF/ECCC2018_ResultsBook_Women.pdf,
World Men's Curling Championship 2018,2018,"Las Vegas, NV, United States",m,https://curlit.com/PDF/WMCC2018_ResultsBook.pdf,
World Women's Curling Championship 2018,2018,"North Bay, ON, Canada",w,https://curlit.com/PDF/WWCC2018_ResultsBook.pdf,
Paralympic Winter Games 2018,2018,"PyeongChang, Republic of Korea",,https://curlit.com/PDF/PWG2018_ResultsBook.pdf,
World Junior Curling Championships 2018,2018,"Aberdeen, Scotland",m,https://curlit.com/PDF/WJCC2018_ResultsBook_Men.pdf,
World Junior Curling Championships 2018,2018,"Aberdeen, Scotland",w,https://curlit.com/PDF/WJCC2018_ResultsBook_Women.pdf,
Olympic Winter Games 2018,2018,"PyeongChang, Republic of Korea",,https://curlit.com/PDF/OWG2018_ResultsBook.pdf,
World Junior-B Curling Championships 2018,2018,"Lohja, Finland",m,https://curlit.com/PDF/WJBCC2018_ResultsBook_Men.pdf,
World Junior-B Curling Championships 2018,2018,"Lohja, Finland",w,https://curlit.com/PDF/WJBCC2018_ResultsBook_Women.pdf,
Olympic Qualification Event 2017,2017,"Pilsen, Czech Republic",m,https://curlit.com/PDF/OQE2017_ResultsBook_Men.pdf,
Olympic Qualification Event 2017,2017,"Pilsen, Czech Republic",w,https://curlit.com/PDF/OQE2017_ResultsBook_Women.pdf,
European Curling Championships 2017 A-Division,2017,"St. Gallen, Switzerland",m,https://curlit.com/PDF/ECC2017_ResultsBook_Men_A-Division.pdf,
European Curling Championships 2017 A-Division,2017,"St. Gallen, Switzerland",w,https://curlit.com/PDF/ECC2017_ResultsBook_Women_A-Division.pdf,
European Curling Championships 2017 B-Division,2017,"St. Gallen, Switzerland",m,https://curlit.com/PDF/ECC2017_ResultsBook_Men_B-Division.pdf,
European Curling Championships 2017 B-Division,2017,"St. Gallen, Switzerland",w,https://curlit.com/PDF/ECC2017_ResultsBook_Women_B-Division.pdf,
Pacific-Asia Curling Championships 2017,2017,"Erina, NSW, Australia",m,https://curlit.com/PDF/PACC2017_ResultsBook_Men.pdf,
Pacific-Asia Curling Championships 2017,2017,"Erina, NSW, Australia",w,https://curlit.com/PDF/PACC2017_ResultsBook_Women.pdf,
World Mixed Curling Championship 2017,2017,"Champery, Switzerland",mx,https://curlit.com/PDF/WMxCC2017_ResultsBook.pdf,
World Mixed Doubles Curling Championship 2017,2017,"Lethbridge, AB, Canada",mxd,https://curlit.com/PDF/WMDCC2017_ResultsBook.pdf,
World Senior Curling Championships 2017,2017,"Lethbridge, AB, Canada",m,https://curlit.com/PDF/WSCC2017_ResultsBook_Men.pdf,
World Senior Curling Championships 2017,2017,"Lethbridge, AB, Canada",w,https://curlit.com/PDF/WSCC2017_ResultsBook_Women.pdf,
European Curling Championships 2017 C-Division,2017,"Canillo, Andorra",m,https://curlit.com/PDF/ECCC2017_ResultsBook_Men.pdf,
European Curling Championships 2017 C-Division,2017,"Canillo, Andorra",w,https://curlit.com/PDF/ECCC2017_ResultsBook_Women.pdf,
World Men's Curling Championship 2017,2017,"Edmonton, AB, Canada",m,https://curlit.com/PDF/WMCC2017_ResultsBook.pdf,
World Women's Curling Championship 2017,2017,"Beijing, China",w,https://curlit.com/PDF/WWCC2017_ResultsBook.pdf,
World Wheelchair Curling Championship 2017,2017,"Gangneung, Republic of Korea",,https://curlit.com/PDF/WWhCC2017_ResultsBook.pdf,
World Junior Curling Championships 2017,2017,"Gangneung, Republic of Korea",m,https://curlit.com/PDF/WJCC2017_ResultsBook_Men.pdf,
World Junior Curling Championships 2017,2017,"Gangneung, Republic of Korea",w,https://curlit.com/PDF/WJCC2017_ResultsBook_Women.pdf,
Winter Universiade 2017,2017,"Almaty, Kazakhstan",,https://curlit.com/PDF/WUNI2017_ResultsBook.pdf,
European Youth Olympic Festival,,"Erzurum, Turkey",,https://curlit.com/PDF/EYOF2017_ResultsBook.pdf,
World Junior-B Curling Championships 2017,2017,"Östersund, Sweden",m,https://curlit.com/PDF/WJBCC2017_ResultsBook_Men.pdf,
World Junior-B Curling Championships 2017,2017,"Östersund, Sweden",w,https://curlit.com/PDF/WJBCC2017_ResultsBook_Women.pdf,
European Curling Championships 2016 A-Division,2016,"Braehead, Scotland",m,https://curlit.com/PDF/ECC2016_ResultsBook_Men_A-Division.pdf,
European Curling Championships 2016 A-Division,2016,"Braehead, Scotland",w,https://curlit.com/PDF/ECC2016_ResultsBook_Women_A-Division.pdf,
European Curling Championships 2016 B-Division,2016,"Braehead, Scotland",m,https://curlit.com/PDF/ECC2016_ResultsBook_Men_B-Division.pdf,
European Curling Championships 2016 B-Division,2016,"Braehead, Scotland",w,https://curlit.com/PDF/ECC2016_ResultsBook_Women_B-Division.pdf,
Pacific-Asia Curling Championships 2016,2016,"Uiseong, Republic of Korea",m,https://curlit.com/PDF/PACC2016_ResultsBook_Men.pdf,
Pacific-Asia Curling Championships 2016,2016,"Uiseong, Republic of Korea",w,https://curlit.com/PDF/PACC2016_ResultsBook_Women.pdf,
World Wheelchair-B Curling Championship 2016,2016,"Lohja, Finland",,https://curlit.com/PDF/WWhBCC2016_ResultsBook.pdf,
World Mixed Curling Championship 2016,2016,"Kazan, Russia",mx,https://curlit.com/PDF/WMxCC2016_ResultsBook.pdf,
World Mixed Doubles Curling Championship 2016,2016,"Karlstad, Sweden",mxd,https://curlit.com/PDF/WMDCC2016_ResultsBook.pdf,
World Senior Curling Championships 2016,2016,"Karlstad, Sweden",m,https://curlit.com/PDF/WSCC2016_ResultsBook_Men.pdf,
World Senior Curling Championships 2016,2016,"Karlstad, Sweden",w,https://curlit.com/PDF/WSCC2016_ResultsBook_Women.pdf,
World Men's Curling Championship 2016,2016,"Basel, Switzerland",m,https://curlit.com/PDF/WMCC2016_ResultsBook.pdf,
World Junior Curling Championships 2016,2016,"Taarnby (Copenhagen), Denmark",m,https://curlit.com/PDF/WJCC2016_ResultsBook_Men.pdf,
World Junior Curling Championships 2016,2016,"Taarnby (Copenhagen), Denmark",w,https://curlit.com/PDF/WJCC2016_ResultsBook_Women.pdf,
World Wheelchair Curling Championship 2016,2016,"Lucerne, Switzerland",,https://curlit.com/PDF/WWhCC2016_ResultsBook.pdf,
Winter Youth Olympic Games 2016,2016,"Lillehammer, Norway",,https://curlit.com/PDF/YOG2016_Resultsbook.pdf,
European Curling Championships 2015 A-Division,2015,"Esbjerg, Denmark",m,https://curlit.com/PDF/ECC2015_ResultsBook_Men_A-Division.pdf,
European Curling Championships 2015 A-Division,2015,"Esbjerg, Denmark",w,https://curlit.com/PDF/ECC2015_ResultsBook_Women_A-Division.pdf,
European Curling Championships 2015 B-Division,2015,"Esbjerg, Denmark",m,https://curlit.com/PDF/ECC2015_ResultsBook_Men_B-Division.pdf,
European Curling Championships 2015 B-Division,2015,"Esbjerg, Denmark",w,https://curlit.com/PDF/ECC2015_ResultsBook_Women_B-Division.pdf,
Pacific-Asia Curling Championships 2015,2015,"Almaty, Kazakhstan",m,https://curlit.com/PDF/PACC2015_ResultsBook_Men.pdf,
Pacific-Asia Curling Championships 2015,2015,"Almaty, Kazakhstan",w,https://curlit.com/PDF/PACC2015_ResultsBook_Women.pdf,
European Curling Championships 2015 C-Division,2015,"Champery, Switzerland",m,https://curlit.com/PDF/ECCC2015_ResultsBook_Men.pdf,
European Curling Championships 2015 C-Division,2015,"Champery, Switzerland",w,https://curlit.com/PDF/ECCC2015_ResultsBook_Women.pdf,
World Mixed Curling Championship 2015,2015,"Berne, Switzerland",mx,https://curlit.com/PDF/WMxCC2015_ResultsBook.pdf,
World Mixed Doubles Curling Championship 2015,2015,"Sochi, Russia",mxd,https://curlit.com/PDF/WMDCC2015_ResultsBook.pdf,
World Senior Curling Championships 2015,2015,"Sochi, Russia",,https://curlit.com/PDF/WSCC2015_ResultsBook.pdf,
World Women's Curling Championship 2015,2015,"Sapporo, Japan",w,https://curlit.com/PDF/WWCC2015_ResultsBook.pdf,
World Junior Curling Championships 2015,2015,"Tallinn, Estonia",m,https://curlit.com/PDF/WJCC2015_ResultsBook_Men.pdf,
World Junior Curling Championships 2015,2015,"Tallinn, Estonia",w,https://curlit.com/PDF/WJCC2015_ResultsBook_Women.pdf,
Winter Universiade 2015,2015,"Granada, Spain",,https://curlit.com/PDF/WUNI2015_ResultsBook.pdf,
European Curling Championships 2014 A-Division,2014,"Champery, Switzerland",m,https://curlit.com/PDF/ECC2014_ResultsBook_Men_A-Division.pdf,
European Curling Championships 2014 A-Division,2014,"Champery, Switzerland",w,https://curlit.com/PDF/ECC2014_ResultsBook_Women_A-Division.pdf,
European Curling Championships 2014 B-Division,2014,"Champery, Switzerland",m,https://curlit.com/PDF/ECC2014_ResultsBook_Men_B-Division.pdf,
European Curling Championships 2014 B-Division,2014,"Champery, Switzerland",w,https://curlit.com/PDF/ECC2014_ResultsBook_Women_B-Division.pdf,
World Mixed Doubles Curling Championship 2014,2014,"Dumfries, Scotland",mxd,https://curlit.com/PDF/WMDCC2014_ResultsBook.pdf,
World Senior Curling Championships 2014,2014,"Dumfries, Scotland",,https://curlit.com/PDF/WSCC2014_ResultsBook.pdf,
World Men's Curling Championship 2014,2014,"Beijing, China",m,https://curlit.com/PDF/WMCC2014_ResultsBook.pdf,
Paralympic Winter Games 2014,2014,"Sochi, Russia",,https://curlit.com/PDF/PWG2014_ResultsBook.pdf,
World Junior Curling Championships 2014,2014,"Flims, Switzerland",m,https://curlit.com/PDF/WJCC2014_ResultsBook_Men.pdf,
World Junior Curling Championships 2014,2014,"Flims, Switzerland",w,https://curlit.com/PDF/WJCC2014_ResultsBook_Women.pdf,
Olympic Winter Games 2014,2014,"Sochi, Russia",,https://curlit.com/PDF/OWG2014_ResultsBook.pdf,
Winter Universiade 2013,2013,"Trentino, Italy",,https://curlit.com/PDF/WUNI2013_ResultsBook.pdf,
Olympic Qualification Event 2013,2013,"Fuessen, Germany",m,https://curlit.com/PDF/OQE2013_ResultsBook_Men.pdf,
Olympic Qualification Event 2013,2013,"Fuessen, Germany",w,https://curlit.com/PDF/OQE2013_ResultsBook_Women.pdf,
European Curling Championships 2013 A-Division,2013,"Stavanger, Norway",m,https://curlit.com/PDF/ECC2013_ResultsBook_Men_A-Division.pdf,
European Curling Championships 2013 A-Division,2013,"Stavanger, Norway",w,https://curlit.com/PDF/ECC2013_ResultsBook_Women_A-Division.pdf,
European Curling Championships 2013 B-Division,2013,"Stavanger, Norway",m,https://curlit.com/PDF/ECC2013_ResultsBook_Men_B-Division.pdf,
European Curling Championships 2013 B-Division,2013,"Stavanger, Norway",w,https://curlit.com/PDF/ECC2013_ResultsBook_Women_B-Division.pdf,
World Junior Curling Championships 2013,2013,"Sochi, Russia",,https://curlit.com/PDF/WJCC2013_ResultsBook.pdf,
World Wheelchair Curling Championship 2013,2013,"Sochi, Russia",,https://curlit.com/PDF/WWhCC2013_ResultsBook.pdf,
World Men's Curling Championship 2012,2012,"Basel, Switzerland",m,https://curlit.com/PDF/WMCC2012_ResultsBook.pdf,
Youth Olympic Winter Games 2012,2012,"Innsbruck, Austria",,https://curlit.com/PDF/YOG2012_ResultsBook.pdf?V=2,
European Curling Championships 2011 A-Division,2011,"Moscow, Russia",m,https://curlit.com/PDF/ECC2011_ResultsBook_Men_A-Division.pdf,
European Curling Championships 2011 A-Division,2011,"Moscow, Russia",w,https://curlit.com/PDF/ECC2011_ResultsBook_Women_A-Division.pdf,
European Curling Championships 2011 B-Division,2011,"Moscow, Russia",m,https://curlit.com/PDF/ECC2011_ResultsBook_Men_B-Division.pdf,
European Curling Championships 2011 B-Division,2011,"Moscow, Russia",w,https://curlit.com/PDF/ECC2011_ResultsBook_Women_B-Division.pdf,
Winter Universiade 2011,2011,"Erzurum, Turkey",m,https://curlit.com/PDF/WUNI2011_ResultsBook_Men.pdf,
Winter Universiade 2011,2011,"Erzurum, Turkey",w,https://curlit.com/PDF/WUNI2011_ResultsBook_Women.pdf,
European Curling Championships 2010 A-Division,2010,"Champery, Switzerland",m,https://curlit.com/PDF/ECC2010_ResultsBook_Men_A-Division.pdf,
European Curling Championships 2010 A-Division,2010,"Champery, Switzerland",w,https://curlit.com/PDF/ECC2010_ResultsBook_Women_A-Division.pdf,
European Curling Championships 2010 B-Division,2010,"Champery, Switzerland",m,https://curlit.com/PDF/ECC2010_ResultsBook_Men_B-Division.pdf,
European Curling Championships 2010 B-Division,2010,"Champery, Switzerland",w,https://curlit.com/PDF/ECC2010_ResultsBook_Women_B-Division.pdf,
Paralympic Winter Games 2010,2010,"Vancouver, BC, Canada",,https://curlit.com/PDF/PWG2010_ResultsBook.pdf,
Olympic Winter Games 2010,2010,"Vancouver, BC, Canada",,https://curlit.com/PDF/OWG2010_ResultsBook.pdf,
World Junior Curling Championships 2009,2009,"Vancouver, BC, Canada",m,https://curlit.com/PDF/WJCC2009_ResultsBook_Men.pdf,
World Junior Curling Championships 2009,2009,"Vancouver, BC, Canada",w,https://curlit.com/PDF/WJCC2009_ResultsBook_Women.pdf,
World Wheelchair Curling Championship 2009,2009,"Vancouver, BC, Canada",,https://curlit.com/PDF/WWhCC2009_ResultsBook.pdf,
World Wheelchair Curling Championship 2008,2008,"Sursee, Switzerland",,https://curlit.com/PDF/WWhCC2008_ResultsBook.pdf,
Winter Universiade 2007,2007,"Torino, Italy",m,https://curlit.com/PDF/WUNI2007_ResultsBook_Men.pdf,
Winter Universiade 2007,2007,"Torino, Italy",w,https://curlit.com/PDF/WUNI2007_ResultsBook_Women.pdf,
Paralympic Winter Games 2006,2006,"Torino, Italy",,https://curlit.com/PDF/PWG2006_ResultsBook.pdf,
Olympic Winter Games 2006,2006,"Torino, Italy",,https://curlit.com/PDF/OWG2006_ResultsBook.pdf,
European Curling Championships 2004 A-Division,2004,"Sofia, Bulgaria",m,https://curlit.com/PDF/ECC2004_ResultsBook_Men_A-Division.pdf,
European Curling Championships 2004 A-Division,2004,"Sofia, Bulgaria",w,https://curlit.com/PDF/ECC2004_ResultsBook_Women_A-Division.pdf,
European Curling Championships 2004 B-Division,2004,"Sofia, Bulgaria",m,https://curlit.com/PDF/ECC2004_ResultsBook_Men_B-Division.pdf,
European Curling Championships 2004 B-Division,2004,"Sofia, Bulgaria",w,https://curlit.com/PDF/ECC2004_ResultsBook_Women_B-Division.pdf,
World Curling Championships 2004,2004,"Gävle, Sweden",m,https://curlit.com/PDF/WCC2004_ResultsBook_Men.pdf,
World Curling Championships 2004,2004,"Gävle, Sweden",w,https://curlit.com/PDF/WCC2004_ResultsBook_Women.pdf,
European Curling Championships 2003 A-Division,2003,"Courmayeur, Italy",m,https://curlit.com/PDF/ECC2003_ResultsBook_Men_A-Division.pdf,
European Curling Championships 2003 A-Division,2003,"Courmayeur, Italy",w,https://curlit.com/PDF/ECC2003_ResultsBook_Women_A-Division.pdf,
European Curling Championships 2003 B-Division,2003,"Courmayeur, Italy",m,https://curlit.com/PDF/ECC2003_ResultsBook_Men_B-Division.pdf,
European Curling Championships 2003 B-Division,2003,"Courmayeur, Italy",w,https://curlit.com/PDF/ECC2003_ResultsBook_Women_B-Division.pdf,
European Curling Championships 2002,2002,"Grindelwald, Switzerland",,https://curlit.com/PDF/ECC2002_ResultsBook.pdf,
Olympic Winter Games 2002,2002,"Salt Lake City, UT, United States",,https://curlit.com/PDF/OWG2002_ResultsBook.pdf,
European Curling Championships 2001,2001,"Vierumäki, Finland",,https://curlit.com/PDF/ECC2001_ResultsBook.pdf,
Olympic Winter Games 1998,1998,"Nagano (Karuizawa), Japan",,https://curlit.com/PDF/OWG1998_ResultsBook.pdf,https://curlit.com/PDF/OWG1998_CUR_ResultsSummary.pdf
Olympic Winter Games 1924,1924,"Chamonix, France",,https://curlit.com/PDF/OWG1924_ResultsBook.pdf,https://curlit.com/PDF/OWG1924_CUR_ResultsSummary.pdf
