event_id,match_id,end_number,team1_code,team2_code,team1_score_before,team2_score_before,team1_score_this_end,team2_score_this_end,team1_score_after,team2_score_after,hammer_team_code,team1_time_left,team2_time_left
1,4,5,USA,SUI,2,4,1,0,3,4,USA,23:19,23:13
1,4,6,USA,SUI,3,4,0,0,3,4,SUI,20:37,20:19
1,4,7,USA,SUI,3,4,0,0,3,4,SUI,17:50,17:36
1,4,8,USA,SUI,3,4,0,1,3,5,SUI,14:24,12:50
1,4,9,USA,SUI,3,5,1,0,4,5,USA,7:24,6:10
1,4,10,USA,SUI,4,5,0,2,4,7,SUI,4:30,2:18
1,5,1,SUI,USA,0,0,0,0,0,0,USA,37:03,36:03
1,5,2,SUI,USA,0,0,0,1,0,1,USA,33:15,32:52
1,5,3,SUI,USA,0,1,1,0,1,1,SUI,29:33,30:08
1,5,4,SUI,USA,1,1,0,1,1,2,USA,25:30,25:55
1,5,5,SUI,USA,1,2,0,1,1,3,SUI,21:17,22:49
1,5,6,SUI,USA,1,3,1,0,2,3,SUI,17:51,19:07
1,5,7,SUI,USA,2,3,0,2,2,5,USA,12:41,15:38
1,5,8,SUI,USA,2,5,1,0,3,5,SUI,7:46,11:49
1,5,9,SUI,USA,3,5,0,1,3,6,USA,4:11,4:38
1,5,10,SUI,USA,3,6,3,0,6,6,SUI,0:26,0:16
1,5,11,SUI,USA,6,6,0,1,6,7,USA,0:41,1:17
1,6,1,CAN,KOR,0,0,1,0,1,0,CAN,36:10,36:41
1,6,2,CAN,KOR,1,0,1,0,2,0,KOR,31:40,30:52
1,6,3,CAN,KOR,2,0,0,3,2,3,KOR,29:08,26:55
1,6,4,CAN,KOR,2,3,2,0,4,3,CAN,23:34,24:02
1,6,5,CAN,KOR,4,3,0,1,4,4,KOR,20:23,20:39
1,6,6,CAN,KOR,4,4,4,0,8,4,CAN,14:42,17:12
1,6,7,CAN,KOR,8,4,0,1,8,5,KOR,11:04,11:36
1,6,8,CAN,KOR,8,5,1,0,9,5,CAN,6:57,7:47
1,6,9,CAN,KOR,9,5,0,2,9,7,KOR,3:29,3:41
1,6,10,CAN,KOR,9,7,1,0,10,7,CAN,1:05,0:26
1,7,1,JPN,CHN,0,0,0,0,0,0,CHN,36:35,35:11
1,7,2,JPN,CHN,0,0,0,1,0,1,CHN,33:08,31:39
1,7,3,JPN,CHN,0,1,2,0,2,1,JPN,28:52,28:08
1,7,4,JPN,CHN,2,1,2,0,4,1,CHN,25:27,24:48
1,7,5,JPN,CHN,4,1,0,3,4,4,CHN,22:11,21:56
1,7,6,JPN,CHN,4,4,1,0,5,4,JPN,18:31,19:05
1,7,7,JPN,CHN,5,4,0,2,5,6,CHN,14:18,15:25
1,7,8,JPN,CHN,5,6,1,0,6,6,JPN,8:06,10:06
1,7,9,JPN,CHN,6,6,1,0,7,6,CHN,4:16,5:31
1,7,10,JPN,CHN,7,6,2,0,9,6,CHN,0:50,2:13
1,8,1,GBR,ITA,0,0,0,0,0,0,GBR,35:29,36:08
1,8,2,GBR,ITA,0,0,1,0,1,0,GBR,31:41,32:53
1,8,3,GBR,ITA,1,0,0,1,1,1,ITA,27:25,28:00
1,8,4,GBR,ITA,1,1,2,0,3,1,GBR,23:55,24:14
1,8,5,GBR,ITA,3,1,1,0,4,1,ITA,19:06,19:53
1,8,6,GBR,ITA,4,1,0,2,4,3,ITA,15:31,15:44
1,8,7,GBR,ITA,4,3,0,0,4,3,GBR,12:26,12:09
1,8,8,GBR,ITA,4,3,0,0,4,3,GBR,9:00,7:12
1,8,9,GBR,ITA,4,3,3,0,7,3,GBR,5:57,3:08
1,8,10,GBR,ITA,7,3,0,1,7,4,,3:48,1:12
1,9,1,GBR,JPN,0,0,0,0,0,0,GBR,35:19,36:51
1,9,2,GBR,JPN,0,0,3,0,3,0,GBR,31:09,31:59
1,9,3,GBR,JPN,3,0,1,0,4,0,JPN,27:49,28:37
1,9,4,GBR,JPN,4,0,0,1,4,1,JPN,24:44,23:21
1,9,5,GBR,JPN,4,1,2,0,6,1,GBR,21:33,17:51
1,9,6,GBR,JPN,6,1,0,2,6,3,JPN,18:39,13:52
1,9,7,GBR,JPN,6,3,2,0,8,3,GBR,15:37,10:06
1,9,8,GBR,JPN,8,3,1,0,9,3,JPN,11:21,5:18
1,10,1,SUI,DEN,0,0,0,0,0,0,SUI,36:44,36:12
1,10,2,SUI,DEN,0,0,2,0,2,0,SUI,32:36,33:41
1,10,3,SUI,DEN,2,0,0,0,2,0,DEN,30:28,31:33
1,10,4,SUI,DEN,2,0,0,0,2,0,DEN,27:53,29:31
1,10,5,SUI,DEN,2,0,0,2,2,2,DEN,23:07,26:40
1,10,6,SUI,DEN,2,2,0,1,2,3,SUI,17:43,22:54
1,10,7,SUI,DEN,2,3,0,0,2,3,SUI,15:44,20:46
1,10,8,SUI,DEN,2,3,1,0,3,3,SUI,10:05,17:37
1,10,9,SUI,DEN,3,3,0,1,3,4,DEN,4:17,9:55
1,10,10,SUI,DEN,3,4,3,0,6,4,,1:12,3:28
1,11,1,CAN,ITA,0,0,0,1,0,1,ITA,34:41,33:32
1,11,2,CAN,ITA,0,1,2,0,2,1,CAN,30:36,29:55
1,11,3,CAN,ITA,2,1,0,1,2,2,ITA,24:33,25:13
1,11,4,CAN,ITA,2,2,1,0,3,2,CAN,21:13,21:33
1,11,5,CAN,ITA,3,2,0,0,3,2,ITA,19:25,19:05
1,11,6,CAN,ITA,3,2,2,0,5,2,ITA,15:43,14:54
1,11,7,CAN,ITA,5,2,0,1,5,3,ITA,12:04,11:00
1,11,8,CAN,ITA,5,3,0,1,5,4,CAN,8:26,7:16
1,11,9,CAN,ITA,5,4,2,0,7,4,CAN,4:34,3:48
1,11,10,CAN,ITA,7,4,0,3,7,7,ITA,1:50,0:34
1,11,11,CAN,ITA,7,7,1,0,8,7,CAN,2:05,1:17
1,12,1,CHN,SWE,0,0,0,0,0,0,SWE,35:47,35:48
1,12,2,CHN,SWE,0,0,0,2,0,2,SWE,32:59,32:19
1,12,3,CHN,SWE,0,2,0,2,0,4,CHN,30:05,26:31
1,12,4,CHN,SWE,0,4,3,0,3,4,CHN,25:00,20:02
1,12,5,CHN,SWE,3,4,0,1,3,5,SWE,21:32,17:54
1,12,6,CHN,SWE,3,5,0,1,3,6,CHN,17:14,13:27
1,12,7,CHN,SWE,3,6,1,0,4,6,CHN,12:17,10:12
1,12,8,CHN,SWE,4,6,0,3,4,9,SWE,8:08,6:58
1,13,1,CHN,DEN,0,0,0,2,0,2,DEN,35:23,35:06
1,13,2,CHN,DEN,0,2,1,0,1,2,CHN,31:26,31:36
1,13,3,CHN,DEN,1,2,0,4,1,6,DEN,25:48,27:51
1,13,4,CHN,DEN,1,6,1,0,2,6,CHN,22:00,25:03
1,13,5,CHN,DEN,2,6,1,0,3,6,DEN,16:59,20:17
1,13,6,CHN,DEN,3,6,2,0,5,6,DEN,15:06,17:51
1,13,7,CHN,DEN,5,6,1,0,6,6,DEN,11:55,13:46
1,13,8,CHN,DEN,6,6,0,1,6,7,DEN,9:09,10:01
1,13,9,CHN,DEN,6,7,1,0,7,7,CHN,6:19,6:42
1,13,10,CHN,DEN,7,7,0,1,7,8,,2:22,4:48
1,14,1,USA,GBR,0,0,1,0,1,0,USA,35:56,35:17
1,14,2,USA,GBR,1,0,0,1,1,1,GBR,31:45,31:28
1,14,3,USA,GBR,1,1,0,1,1,2,USA,26:52,27:20
1,14,4,USA,GBR,1,2,1,0,2,2,USA,23:34,24:04
1,14,5,USA,GBR,2,2,1,0,3,2,GBR,17:10,18:47
1,14,6,USA,GBR,3,2,0,2,3,4,GBR,12:48,14:28
1,14,7,USA,GBR,3,4,3,0,6,4,USA,10:01,10:16
1,14,8,USA,GBR,6,4,1,0,7,4,GBR,6:06,5:57
1,14,9,USA,GBR,7,4,0,2,7,6,GBR,3:37,3:01
1,14,10,USA,GBR,7,6,0,2,7,8,USA,0:35,0:24
1,15,1,SWE,KOR,0,0,0,3,0,3,KOR,33:23,34:01
1,15,2,SWE,KOR,0,3,0,1,0,4,SWE,28:05,29:48
1,15,3,SWE,KOR,0,4,0,2,0,6,SWE,22:56,24:16
1,15,4,SWE,KOR,0,6,0,2,0,8,SWE,18:17,21:21
1,15,5,SWE,KOR,0,8,1,0,1,8,SWE,12:58,17:26
1,15,6,SWE,KOR,1,8,1,0,2,8,KOR,9:36,13:49
1,15,7,SWE,KOR,2,8,1,0,3,8,KOR,7:10,10:47
1,16,1,SWE,CAN,0,0,0,0,0,0,CAN,35:58,35:51
1,16,2,SWE,CAN,0,0,0,2,0,2,CAN,31:36,31:53
1,16,3,SWE,CAN,0,2,1,0,1,2,SWE,27:23,29:12
1,16,4,SWE,CAN,1,2,0,1,1,3,CAN,22:02,26:12
1,16,5,SWE,CAN,1,3,3,0,4,3,SWE,18:47,20:47
1,16,6,SWE,CAN,4,3,0,1,4,4,CAN,15:32,17:14
1,16,7,SWE,CAN,4,4,1,0,5,4,SWE,12:17,14:20
1,16,8,SWE,CAN,5,4,0,2,5,6,CAN,7:58,8:17
1,16,9,SWE,CAN,5,6,1,0,6,6,SWE,3:12,3:35
1,16,10,SWE,CAN,6,6,0,2,6,8,CAN,0:19,1:40
1,17,1,ITA,JPN,0,0,0,0,0,0,ITA,36:14,36:25
1,17,2,ITA,JPN,0,0,1,0,1,0,ITA,32:10,32:50
1,17,3,ITA,JPN,1,0,0,1,1,1,JPN,28:18,29:13
1,17,4,ITA,JPN,1,1,3,0,4,1,ITA,24:05,24:42
1,17,5,ITA,JPN,4,1,0,3,4,4,JPN,18:11,20:26
1,17,6,ITA,JPN,4,4,1,0,5,4,ITA,13:22,16:20
1,17,7,ITA,JPN,5,4,0,1,5,5,JPN,9:45,11:36
1,17,8,ITA,JPN,5,5,1,0,6,5,ITA,6:07,8:17
1,17,9,ITA,JPN,6,5,0,1,6,6,JPN,2:34,3:00
1,17,10,ITA,JPN,6,6,2,0,8,6,ITA,0:16,0:12
1,18,1,DEN,USA,0,0,0,1,0,1,USA,36:25,35:56
1,18,2,DEN,USA,0,1,1,0,1,1,DEN,31:05,32:03
1,18,3,DEN,USA,1,1,0,2,1,3,USA,28:47,29:10
1,18,4,DEN,USA,1,3,1,0,2,3,DEN,26:07,25:29
1,18,5,DEN,USA,2,3,0,1,2,4,USA,22:43,21:49
1,18,6,DEN,USA,2,4,0,2,2,6,DEN,19:21,18:37
1,18,7,DEN,USA,2,6,1,0,3,6,DEN,15:00,14:34
1,18,8,DEN,USA,3,6,0,4,3,10,USA,12:10,10:30
1,19,1,KOR,SUI,0,0,1,0,1,0,KOR,36:28,36:53
1,19,2,KOR,SUI,1,0,0,3,1,3,SUI,32:21,32:53
1,19,3,KOR,SUI,1,3,1,0,2,3,KOR,29:11,29:18
1,19,4,KOR,SUI,2,3,1,0,3,3,SUI,25:15,25:47
1,19,5,KOR,SUI,3,3,0,0,3,3,SUI,23:00,23:50
1,19,6,KOR,SUI,3,3,0,1,3,4,SUI,17:04,19:57
1,19,7,KOR,SUI,3,4,0,1,3,5,KOR,12:38,16:35
1,19,8,KOR,SUI,3,5,1,0,4,5,KOR,7:02,10:35
1,19,9,KOR,SUI,4,5,0,2,4,7,SUI,3:40,5:47
1,19,10,KOR,SUI,4,7,1,0,5,7,,1:16,0:53
1,20,1,USA,ITA,0,0,0,0,0,0,USA,36:15,36:19
1,20,2,USA,ITA,0,0,0,0,0,0,USA,33:50,34:27
1,20,3,USA,ITA,0,0,0,1,0,1,USA,28:51,30:36
1,20,4,USA,ITA,0,1,0,2,0,3,USA,25:12,25:02
1,20,5,USA,ITA,0,3,0,1,0,4,USA,19:16,19:30
1,20,6,USA,ITA,0,4,1,0,1,4,USA,14:46,14:35
1,20,7,USA,ITA,1,4,0,1,1,5,ITA,11:08,9:29
1,20,8,USA,ITA,1,5,1,0,2,5,USA,5:35,5:12
1,20,9,USA,ITA,2,5,0,2,2,7,ITA,3:15,2:20
1,21,1,KOR,CHN,0,0,0,0,0,0,KOR,36:47,36:01
1,21,2,KOR,CHN,0,0,0,0,0,0,KOR,35:19,33:30
1,21,3,KOR,CHN,0,0,3,0,3,0,KOR,31:57,30:25
1,21,4,KOR,CHN,3,0,0,2,3,2,CHN,28:38,26:00
1,21,5,KOR,CHN,3,2,4,0,7,2,KOR,22:44,20:44
1,21,6,KOR,CHN,7,2,0,3,7,5,CHN,18:51,16:57
1,21,7,KOR,CHN,7,5,0,1,7,6,KOR,14:29,13:45
1,21,8,KOR,CHN,7,6,1,0,8,6,KOR,10:41,10:06
1,21,9,KOR,CHN,8,6,0,3,8,9,CHN,6:40,6:03
1,21,10,KOR,CHN,8,9,2,0,10,9,KOR,0:51,1:52
1,22,1,SUI,GBR,0,0,0,0,0,0,GBR,36:58,35:26
1,22,2,SUI,GBR,0,0,0,1,0,1,GBR,33:18,31:35
1,22,3,SUI,GBR,0,1,2,0,2,1,SUI,29:21,27:38
1,22,4,SUI,GBR,2,1,0,1,2,2,GBR,23:46,22:38
1,22,5,SUI,GBR,2,2,1,0,3,2,SUI,18:40,19:07
1,22,6,SUI,GBR,3,2,0,2,3,4,GBR,15:46,15:57
1,22,7,SUI,GBR,3,4,3,0,6,4,SUI,11:21,11:20
1,22,8,SUI,GBR,6,4,0,2,6,6,GBR,8:28,7:42
1,22,9,SUI,GBR,6,6,4,0,10,6,SUI,3:59,2:53
1,23,1,JPN,CAN,0,0,2,0,2,0,JPN,35:30,34:22
1,23,2,JPN,CAN,2,0,0,2,2,2,CAN,31:16,30:23
1,23,3,JPN,CAN,2,2,0,3,2,5,JPN,26:46,25:31
1,23,4,JPN,CAN,2,5,1,0,3,5,JPN,21:15,21:40
1,23,5,JPN,CAN,3,5,0,1,3,6,CAN,18:21,18:14
1,23,6,JPN,CAN,3,6,0,1,3,7,JPN,12:53,12:42
1,23,7,JPN,CAN,3,7,1,0,4,7,JPN,8:31,9:53
1,23,8,JPN,CAN,4,7,0,1,4,8,CAN,6:28,7:52
1,23,9,JPN,CAN,4,8,2,0,6,8,JPN,2:27,4:33
1,23,10,JPN,CAN,6,8,0,1,6,9,CAN,0:14,1:01
1,24,1,SWE,SUI,0,0,0,0,0,0,SWE,34:13,35:09
1,24,2,SWE,SUI,0,0,1,0,1,0,SWE,28:02,29:11
1,24,3,SWE,SUI,1,0,0,2,1,2,SUI,23:28,25:59
1,24,4,SWE,SUI,1,2,2,0,3,2,SWE,19:52,22:33
1,24,5,SWE,SUI,3,2,0,1,3,3,SUI,16:47,18:28
1,24,6,SWE,SUI,3,3,1,0,4,3,SWE,14:46,16:31
1,24,7,SWE,SUI,4,3,0,0,4,3,SUI,13:09,14:37
1,24,8,SWE,SUI,4,3,1,0,5,3,SUI,7:58,8:31
1,24,9,SWE,SUI,5,3,0,1,5,4,SUI,2:41,3:46
1,24,10,SWE,SUI,5,4,1,0,6,4,SWE,0:11,0:16
1,25,1,CHN,CAN,0,0,0,0,0,0,CHN,35:52,36:02
1,25,2,CHN,CAN,0,0,1,0,1,0,CHN,32:34,33:15
1,25,3,CHN,CAN,1,0,1,0,2,0,CAN,29:28,29:41
1,25,4,CHN,CAN,2,0,0,4,2,4,CAN,25:27,25:36
1,25,5,CHN,CAN,2,4,1,0,3,4,CHN,22:11,20:18
1,25,6,CHN,CAN,3,4,0,3,3,7,CAN,19:21,16:15
1,25,7,CHN,CAN,3,7,2,0,5,7,CHN,15:03,12:27
1,25,8,CHN,CAN,5,7,0,2,5,9,CAN,9:45,8:15
1,25,9,CHN,CAN,5,9,0,1,5,10,CHN,6:19,5:14
1,26,1,DEN,GBR,0,0,0,2,0,2,GBR,35:46,35:03
1,26,2,DEN,GBR,0,2,1,0,1,2,DEN,32:37,31:24
1,26,3,DEN,GBR,1,2,0,0,1,2,GBR,30:34,28:47
1,26,4,DEN,GBR,1,2,0,1,1,3,GBR,28:27,24:08
1,26,5,DEN,GBR,1,3,1,0,2,3,DEN,25:03,20:14
1,26,6,DEN,GBR,2,3,0,2,2,5,GBR,21:46,17:14
1,26,7,DEN,GBR,2,5,0,1,2,6,DEN,16:40,11:38
1,26,8,DEN,GBR,2,6,0,1,2,7,DEN,12:34,7:41
1,27,1,JPN,KOR,0,0,0,0,0,0,JPN,36:33,36:48
1,27,2,JPN,KOR,0,0,0,1,0,1,JPN,31:57,33:51
1,27,3,JPN,KOR,0,1,0,1,0,2,JPN,28:09,30:34
1,27,4,JPN,KOR,0,2,2,0,2,2,JPN,21:58,25:51
1,27,5,JPN,KOR,2,2,0,1,2,3,KOR,18:21,20:48
1,27,6,JPN,KOR,2,3,1,0,3,3,JPN,14:37,17:21
1,27,7,JPN,KOR,3,3,0,0,3,3,KOR,11:09,12:59
1,27,8,JPN,KOR,3,3,0,3,3,6,KOR,7:45,7:04
1,27,9,JPN,KOR,3,6,2,0,5,6,JPN,4:43,3:53
1,27,10,JPN,KOR,5,6,0,1,5,7,KOR,0:15,0:55
1,28,1,DEN,ITA,0,0,0,0,0,0,DEN,36:11,36:49
1,28,2,DEN,ITA,0,0,2,0,2,0,DEN,33:19,33:45
1,28,3,DEN,ITA,2,0,0,1,2,1,ITA,30:05,28:56
1,28,4,DEN,ITA,2,1,1,0,3,1,DEN,26:25,25:56
1,28,5,DEN,ITA,3,1,1,0,4,1,ITA,23:03,22:40
1,28,6,DEN,ITA,4,1,2,0,6,1,ITA,18:35,16:33
1,28,7,DEN,ITA,6,1,1,0,7,1,ITA,14:26,11:03
1,28,8,DEN,ITA,7,1,0,1,7,2,ITA,11:45,4:19
1,29,1,GBR,SWE,0,0,2,0,2,0,GBR,35:09,34:51
1,29,2,GBR,SWE,2,0,0,3,2,3,SWE,31:30,29:50
1,29,3,GBR,SWE,2,3,1,0,3,3,GBR,26:31,25:54
1,29,4,GBR,SWE,3,3,0,3,3,6,SWE,23:23,21:17
1,29,5,GBR,SWE,3,6,0,1,3,7,GBR,17:50,16:28
1,29,6,GBR,SWE,3,7,0,1,3,8,GBR,13:06,12:39
1,29,7,GBR,SWE,3,8,2,0,5,8,GBR,9:12,9:05
1,29,8,GBR,SWE,5,8,0,1,5,9,SWE,7:18,6:05
1,29,9,GBR,SWE,5,9,2,0,7,9,GBR,4:19,3:29
1,29,10,GBR,SWE,7,9,0,1,7,10,SWE,2:02,1:04
1,30,1,USA,CHN,0,0,0,0,0,0,CHN,36:20,35:48
1,30,2,USA,CHN,0,0,0,2,0,2,CHN,32:41,32:36
1,30,3,USA,CHN,0,2,1,0,1,2,USA,27:44,29:05
1,30,4,USA,CHN,1,2,0,1,1,3,CHN,23:52,25:46
1,30,5,USA,CHN,1,3,0,1,1,4,USA,18:38,21:39
1,30,6,USA,CHN,1,4,2,0,3,4,USA,13:58,16:34
1,30,7,USA,CHN,3,4,0,1,3,5,CHN,10:54,12:45
1,30,8,USA,CHN,3,5,1,0,4,5,USA,5:17,8:09
1,30,9,USA,CHN,4,5,1,0,5,5,CHN,3:05,3:48
1,30,10,USA,CHN,5,5,1,0,6,5,CHN,1:16,0:42
1,31,1,CAN,SUI,0,0,1,0,1,0,CAN,34:28,35:09
1,31,2,CAN,SUI,1,0,1,0,2,0,SUI,31:11,31:11
1,31,3,CAN,SUI,2,0,2,0,4,0,SUI,26:52,27:00
1,31,4,CAN,SUI,4,0,0,1,4,1,SUI,21:20,23:15
1,31,5,CAN,SUI,4,1,0,1,4,2,CAN,16:02,18:36
1,31,6,CAN,SUI,4,2,1,0,5,2,CAN,12:49,15:01
1,31,7,CAN,SUI,5,2,0,4,5,6,SUI,9:46,10:18
1,31,8,CAN,SUI,5,6,1,0,6,6,CAN,6:15,7:16
1,31,9,CAN,SUI,6,6,0,1,6,7,SUI,3:07,3:23
1,31,10,CAN,SUI,6,7,1,0,7,7,CAN,1:17,0:40
1,31,11,CAN,SUI,7,7,0,1,7,8,SUI,1:56,1:30
1,32,1,JPN,USA,0,0,0,0,0,0,JPN,36:21,35:52
1,32,2,JPN,USA,0,0,1,0,1,0,JPN,33:14,32:44
1,32,3,JPN,USA,1,0,0,2,1,2,USA,29:46,29:42
1,32,4,JPN,USA,1,2,2,0,3,2,JPN,26:06,25:02
1,32,5,JPN,USA,3,2,0,1,3,3,USA,22:50,20:59
1,32,6,JPN,USA,3,3,0,1,3,4,JPN,15:54,15:54
1,32,7,JPN,USA,3,4,0,0,3,4,JPN,14:32,13:54
1,32,8,JPN,USA,3,4,0,3,3,7,JPN,8:19,8:42
1,32,9,JPN,USA,3,7,1,0,4,7,JPN,3:11,5:52
1,33,1,KOR,DEN,0,0,0,0,0,0,KOR,35:38,36:09
1,33,2,KOR,DEN,0,0,0,1,0,1,KOR,31:14,32:28
1,33,3,KOR,DEN,0,1,1,0,1,1,KOR,27:28,29:46
1,33,4,KOR,DEN,1,1,0,1,1,2,DEN,24:23,26:43
1,33,5,KOR,DEN,1,2,1,0,2,2,KOR,21:04,23:21
1,33,6,KOR,DEN,2,2,0,1,2,3,DEN,17:14,19:21
1,33,7,KOR,DEN,2,3,0,1,2,4,KOR,11:16,16:07
1,33,8,KOR,DEN,2,4,1,0,3,4,KOR,6:28,9:53
1,33,9,KOR,DEN,3,4,0,1,3,5,DEN,4:10,5:03
1,33,10,KOR,DEN,3,5,0,1,3,6,KOR,0:17,0:51
1,34,1,ITA,SWE,0,0,0,1,0,1,ITA,34:01,34:08
1,34,2,ITA,SWE,0,1,2,0,2,1,ITA,29:07,30:25
1,34,3,ITA,SWE,2,1,0,2,2,3,SWE,22:51,24:02
1,34,4,ITA,SWE,2,3,2,0,4,3,ITA,18:45,20:27
1,34,5,ITA,SWE,4,3,0,2,4,5,SWE,15:37,16:34
1,34,6,ITA,SWE,4,5,0,1,4,6,ITA,11:50,12:57
1,34,7,ITA,SWE,4,6,1,0,5,6,ITA,8:33,9:54
1,34,8,ITA,SWE,5,6,0,1,5,7,SWE,5:17,6:44
1,34,9,ITA,SWE,5,7,1,0,6,7,ITA,1:42,2:35
1,34,10,ITA,SWE,6,7,0,1,6,8,,0:22,1:06
1,35,1,ITA,CHN,0,0,0,1,0,1,CHN,36:20,35:28
1,35,2,ITA,CHN,0,1,1,0,1,1,ITA,32:52,31:39
1,35,3,ITA,CHN,1,1,0,2,1,3,CHN,28:11,28:05
1,35,4,ITA,CHN,1,3,2,0,3,3,ITA,24:07,24:28
1,35,5,ITA,CHN,3,3,0,1,3,4,CHN,20:59,20:59
1,35,6,ITA,CHN,3,4,1,0,4,4,ITA,16:36,17:59
1,35,7,ITA,CHN,4,4,0,1,4,5,CHN,11:55,13:16
1,35,8,ITA,CHN,4,5,3,0,7,5,ITA,5:41,8:56
1,35,9,ITA,CHN,7,5,0,2,7,7,CHN,2:20,3:48
1,35,10,ITA,CHN,7,7,0,1,7,8,ITA,0:11,1:09
1,36,1,GBR,CAN,0,0,0,1,0,1,CAN,34:44,33:54
1,36,2,GBR,CAN,0,1,0,0,0,1,GBR,31:22,31:18
1,36,3,GBR,CAN,0,1,3,0,3,1,GBR,26:12,25:07
1,36,4,GBR,CAN,3,1,1,0,4,1,CAN,22:24,21:02
1,36,5,GBR,CAN,4,1,0,1,4,2,CAN,18:40,16:02
1,36,6,GBR,CAN,4,2,1,0,5,2,GBR,15:06,13:18
1,36,7,GBR,CAN,5,2,0,1,5,3,CAN,12:02,9:46
1,36,8,GBR,CAN,5,3,2,0,7,3,GBR,8:39,7:49
1,36,9,GBR,CAN,7,3,0,1,7,4,CAN,5:48,5:11
1,36,10,GBR,CAN,7,4,0,2,7,6,GBR,3:28,3:13
1,37,1,SUI,JPN,0,0,2,0,2,0,SUI,33:44,34:57
1,37,2,SUI,JPN,2,0,0,1,2,1,JPN,30:16,30:02
1,37,3,SUI,JPN,2,1,1,0,3,1,SUI,25:50,26:22
1,37,4,SUI,JPN,3,1,0,2,3,3,JPN,21:14,21:59
1,37,5,SUI,JPN,3,3,0,0,3,3,SUI,18:04,18:46
1,37,6,SUI,JPN,3,3,1,0,4,3,SUI,14:10,14:11
1,37,7,SUI,JPN,4,3,0,2,4,5,JPN,10:35,10:18
1,37,8,SUI,JPN,4,5,0,1,4,6,SUI,6:01,6:10
1,37,9,SUI,JPN,4,6,1,0,5,6,SUI,3:11,3:26
1,37,10,SUI,JPN,5,6,0,1,5,7,JPN,0:38,0:18
1,38,1,DEN,SWE,0,0,0,0,0,0,SWE,36:12,35:40
1,38,2,DEN,SWE,0,0,2,0,2,0,SWE,31:20,27:54
1,38,3,DEN,SWE,2,0,0,1,2,1,SWE,28:04,23:15
1,38,4,DEN,SWE,2,1,0,2,2,3,DEN,24:53,18:54
1,38,5,DEN,SWE,2,3,1,0,3,3,DEN,18:48,15:06
1,38,6,DEN,SWE,3,3,0,1,3,4,SWE,15:55,12:37
1,38,7,DEN,SWE,3,4,1,0,4,4,DEN,12:07,9:31
1,38,8,DEN,SWE,4,4,0,1,4,5,SWE,9:45,6:57
1,38,9,DEN,SWE,4,5,1,0,5,5,DEN,6:03,3:14
1,38,10,DEN,SWE,5,5,0,1,5,6,SWE,2:26,0:16
1,39,1,CHN,SUI,0,0,0,0,0,0,SUI,35:48,36:38
